rule_d,word_d,pos_d,rule_d,words_m,poss_m,word_h,pos_h,special,order,rules_h,rules_am
rule550([noun + ITFX] + noun -> noun),носоглотка,noun,,нос,noun,глотка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),плодоовощ,noun,,плод,noun,овощ,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лесопарк,noun,,лес,noun,парк,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),железобетон,noun,,железо,noun,бетон,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),ракетопланер,noun,,ракета,noun,планер,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),темпо-ритм,noun,,темп,noun,ритм,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),тылофронт,noun,,тыл,noun,фронт,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),человекобог,noun,,человек,noun,бог,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),человеко-дятел,noun,,человек,noun,дятел,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),друго-враг,noun,,друг,noun,враг,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),веломотоцикл,noun,,вело,glroot,мотоцикл,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),автозаправщик,noun,,авто,glroot,заправщик,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),звукорежиссёр,noun,,звук,noun,режиссёр,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),птицефабрика,noun,,птица,noun,фабрика,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лесозаготовка,noun,,лес,noun,заготовка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),хлебозавод,noun,,хлеб,noun,завод,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),газобаллон,noun,,газ,noun,баллон,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),теплоотдача,noun,,тепло,noun,отдача,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),кораблекрушение,noun,,корабль,noun,крушение,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),кинотеатр,noun,,кино,noun,театр,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),метровокзал,noun,,метро,noun,вокзал,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),формотворчество,noun,,форма,noun,творчество,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),нефтепромышленность,noun,,нефть,noun,промышленность,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),мировоззрение,noun,,мир,noun,воззрение,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),дачевладелец,noun,,дача,noun,владелец,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),овощехранилище,noun,,овощ,noun,хранилище,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),нервотрёпка,noun,,нерв,noun,трёпка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),сеноуборка,noun,,сено,noun,уборка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),пассажиропоток,noun,,пассажир,noun,поток,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),жирозаменитель,noun,,жир,noun,заменитель,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),новостройка,noun,,новый,adj,стройка,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),вольнослушатель,noun,,вольный,adj,слушатель,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),ложноножка,noun,,ложный,adj,ножка,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),сухофрукт,noun,,сухой,adj,фрукт,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),кривотолк,noun,,кривой,adj,толк,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),быстродействие,noun,,быстрый,adj,действие,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),первоисточник,noun,,первый,adj,источник,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),старослужащий,noun,,старый,adj,служащий,part,,1;0,,
rule550([adj + ITFX] + noun -> noun),главнокомандующий,noun,,главный,adj,командующий,part,,1;0,,
,Новгород,noun,,новый,adj_SHORT,город,noun,,1;0,,
,Белгород,noun,,белый,adj_SHORT,город,noun,,1;0,,
,Белоозеро,noun,,белый,adj_SHORT,озеро,noun,,1;0,,
rule550([num + ITFX] + noun -> noun),однотрубка,noun,,один,num,трубка,noun,,1;0,,
rule550([num + ITFX] + noun -> noun),двутавро,noun,,два,num,тавро,noun,,1;0,,
rule550([num + ITFX] + noun -> noun),двуокись,noun,,два,num,окись,noun,,1;0,,
rule550([num + ITFX] + noun -> noun),пятиокись,noun,,пять,num,окись,noun,,1;0,,
,водогрязелечебница,noun,,вода;грязь,noun;noun,лечебница,noun,,1;2;0,,
,льнопенькопродукция,noun,,лён;пенёк,noun;noun,продукция,noun,,1;2;0,,
,автомотоклуб,noun,,авто;мото,glroot;glroot,клуб,noun,,1;2;0,,
rule550([adj + ITFX] + noun -> noun),самопроверка,noun,,сам,pron,проверка,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самооценка,noun,,сам,pron,оценка,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самоуслаждение,noun,,сам,pron,услаждение,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самообслуживание,noun,,сам,pron,обслуживание,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самодисциплина,noun,,сам,pron,дисциплина,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самообразование,noun,,сам,pron,образование,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самохарактеристика,noun,,сам,pron,характеристика,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самосев,noun,,сам,pron,сев,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),самоковыряние,noun,,сам,pron,ковыряние,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),взаимовлияние,noun,,взаимный,adj,влияние,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),взаимопомощь,noun,,взаимный,adj,помощь,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),взаимовыручка,noun,,взаимный,adj,выручка,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),взаимопонимание,noun,,взаимный,adj,понимание,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),взаимопроникновение,noun,,взаимный,adj,проникновение,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),взаимопосещение,noun,,взаимный,adj,посещение,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лженаука,noun,,ложь,noun,наука,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лжеучитель,noun,,ложь,noun,учитель,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лжепроблема,noun,,ложь,noun,проблема,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лжеопыт,noun,,ложь,noun,опыт,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лжеречь,noun,,ложь,noun,речь,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),лжегрядущее,noun,,ложь,noun,грядущее,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полукруг,noun,,половина,noun,круг,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полумрак,noun,,половина,noun,мрак,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полуостров,noun,,половина,noun,остров,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полусон,noun,,половина,noun,сон,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полупроводник,noun,,половина,noun,проводник,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полуавтомат,noun,,половина,noun,автомат,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полулодка,noun,,половина,noun,лодка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),полуплот,noun,,половина,noun,плот,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),местожительство,noun,,место,noun,жительство,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),местопребывание,noun,,место,noun,пребывание,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),местопроизрастание,noun,,место,noun,произрастание,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),месторасположение,noun,,место,noun,расположение,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),чудо-богатырь,noun,,чудо,noun,богатырь,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),чудо-печка,noun,,чудо,noun,печка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),чудо-машина,noun,,чудо,noun,машина,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),чудо-ягода,noun,,чудо,noun,ягода,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),чудо-дерево,noun,,чудо,noun,дерево,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),царь-колокол,noun,,чудо,noun,колокол,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),царь-пушка,noun,,царь,noun,пушка,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),царь-яблоко,noun,,царь,noun,яблоко,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),царь-турбина,noun,,царь,noun,турбина,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),горе-охотник,noun,,горе,noun,охотник,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),горе-руководитель,noun,,горе,noun,руководитель,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),горе-ученик,noun,,горе,noun,ученик,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),киноартист,noun,,кино,noun,артист,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),кинокартина,noun,,кино,noun,картина,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),киномеханик,noun,,кино,noun,механик,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),радиосвязь,noun,,радио,noun,связь,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),радиолюбитель,noun,,радио,noun,любитель,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),радиотехника,noun,,радио,noun,техника,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),Ленинград,noun,,Ленин,prop,град,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),Целиноград,noun,,целина,noun,град,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),Волгоград,noun,,Волга,prop,град,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),Зеленоград,noun,,зелёный,noun,град,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),автоград,noun,,авто,glroot,град,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),станкоград,noun,,станок,noun,град,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),нефтеград,noun,,нефть,noun,град,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),младогегельянцы,noun,,младой,adj,гегельянцы,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),младочехи,noun,,младой,adj,чехи,noun,,1;0,,
rule550([adj + ITFX] + noun -> noun),младотурки,noun,,младой,adj,турки,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),хладокомбинат,noun,,хлад,noun,комбинат,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),хладотранспорт,noun,,хлад,noun,транспорт,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),градостроитель,noun,,град,noun,строитель,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),градоначальник,noun,,град,noun,начальник,noun,,1;0,,
rule550([noun + ITFX] + noun -> noun),градоправитель,noun,,град,noun,правитель,noun,,1;0,,
,полкомнаты,noun,,половина,noun,комната,noun,,1;0,rule1028*(noun + GEN -> noun),
,полпроцента,noun,,половина,noun,процент,noun,,1;0,rule1028*(noun + GEN -> noun),
,полведра,noun,,половина,noun,ведро,noun,,1;0,rule1028*(noun + GEN -> noun),
,полчаса,noun,,половина,noun,час,noun,,1;0,rule1028*(noun + GEN -> noun),
,пол-очка,noun,,половина,noun,очко,noun,,1;0,rule1028*(noun + GEN -> noun),
,пол-Москвы,noun,,половина,noun,Москва,noun,,1;0,rule1028*(noun + GEN -> noun),
,полмира,noun,,половина,noun,мир,noun,,1;0,rule1028*(noun + GEN -> noun),
,полбеды,noun,,половина,noun,беда,noun,,1;0,rule1028*(noun + GEN -> noun),
,полсуток,noun,,половина,noun,сутки,noun,,1;0,rule1028*(noun + GEN -> noun),
,полдень,noun,,половина,noun,день,noun,,1;0,,
,полночь,noun,,половина,noun,ночь,noun,,1;0,,
,сорвиголова,noun,,сорвать,verb_IMPER,голова,noun,,1;0,,
,скопидом,noun,,скопить,verb_IMPER,дом,noun,,1;0,,
,держиморда,noun,,держать,verb_IMPER,морда,noun,,1;0,,
,грабьармия,noun,,грабить,verb_IMPER,армия,noun,,1;0,,
,вырвиглаз,noun,,вырвать,verb_IMPER,глаз,noun,,1;0,,
,воруй-городок,noun,,воровать,verb_IMPER,городок,noun,,1;0,,
,гуляй-город,noun,,гулять,verb_IMPER,город,noun,,1;0,,
,держидерево,noun,,держать,verb_IMPER,дерево,noun,,1;0,,
,перекати-поле,noun,,перекатить,verb_IMPER,поле,noun,,1;0,,
,горицвет,noun,,гореть,verb_IMPER,цвет,noun,,1;0,,
,вертиголовка,noun,,вертеть,verb_IMPER,головка,noun,,1;0,,
,вертишейка,noun,,вертеть,verb_IMPER,шейка,noun,,1;0,,
,коси-сено,noun,,косить,verb_IMPER,сено,noun,,1;0,,
,Гуляй-поле,noun,,гулять,verb_IMPER,поле,noun,,1;0,,
,Неразлейвода,noun,,не;разлить,neg;verb_IMPER,вода,noun,,,,
,Разбейлоб,noun,,разбить,verb_IMPER,лоб,noun,,1;0,,
,зауряд-офицер,noun,,зауряд,noun,офицер,noun,,1;0,,
,зауряд-врач,noun,,зауряд,noun,врач,noun,,1;0,,
FOREIGN,авиабомба,noun,,авиа,glroot,бомба,noun,,1;0,,
FOREIGN,авиалиния,noun,,авиа,glroot,линия,noun,,1;0,,
FOREIGN,авиабилет,noun,,авиа,glroot,билет,noun,,1;0,,
FOREIGN,авиастроитель,noun,,авиа,glroot,строитель,noun,,1;0,,
FOREIGN,автотранспорт,noun,,авто,glroot,транспорт,noun,,1;0,,
FOREIGN,автопробег,noun,,авто,glroot,пробег,noun,,1;0,,
FOREIGN,автовокзал,noun,,авто,glroot,вокзал,noun,,1;0,,
FOREIGN,автовышка,noun,,авто,glroot,вышка,noun,,1;0,,
FOREIGN,автолюбитель,noun,,авто,glroot,любитель,noun,,1;0,,
FOREIGN,автотрасса,noun,,авто,glroot,трасса,noun,,1;0,,
FOREIGN,автосварка,noun,,авто,glroot,сварка,noun,,1;0,,
FOREIGN,автопогрузчик,noun,,авто,glroot,погрузчик,noun,,1;0,,
FOREIGN,автодиспетчер,noun,,авто,glroot,диспетчер,noun,,1;0,,
FOREIGN,автокормушка,noun,,авто,glroot,кормушка,noun,,1;0,,
FOREIGN,авторегулировщик,noun,,авто,glroot,регулировщик,noun,,1;0,,
FOREIGN,аглофабрика,noun,,агло,glroot,фабрика,noun,,1;0,,
FOREIGN,аглолента,noun,,агло,glroot,лента,noun,,1;0,,
FOREIGN,агротехника,noun,,агро,glroot,техника,noun,,1;0,,
FOREIGN,агроминимум,noun,,агро,glroot,минимум,noun,,1;0,,
FOREIGN,агрохимия,noun,,агро,glroot,химия,noun,,1;0,,
FOREIGN,астрофизика,noun,,астро,glroot,физика,noun,,1;0,,
FOREIGN,астроботаника,noun,,астро,glroot,ботаника,noun,,1;0,,
FOREIGN,астрогеология,noun,,астро,glroot,геология,noun,,1;0,,
FOREIGN,бензохранилище,noun,,бензо,glroot,хранилище,noun,,1;0,,
FOREIGN,бензозаправка,noun,,бензо,glroot,заправка,noun,,1;0,,
FOREIGN,бензобак,noun,,бензо,glroot,бак,noun,,1;0,,
FOREIGN,биофизика,noun,,био,glroot,физика,noun,,1;0,,
FOREIGN,биохимия,noun,,био,glroot,химия,noun,,1;0,,
FOREIGN,велокросс,noun,,вело,glroot,кросс,noun,,1;0,,
FOREIGN,велогонка,noun,,вело,glroot,гонка,noun,,1;0,,
FOREIGN,велофигурист,noun,,вело,glroot,фигурист,noun,,1;0,,
FOREIGN,виброплуг,noun,,вибро,glroot,плуг,noun,,1;0,,
FOREIGN,виброгаситель,noun,,вибро,glroot,гаситель,noun,,1;0,,
FOREIGN,вибростенд,noun,,вибро,glroot,стенд,noun,,1;0,,
FOREIGN,виброболезнь,noun,,вибро,glroot,болезнь,noun,,1;0,,
FOREIGN,гальванотехника,noun,,гальвано,glroot,техника,noun,,1;0,,
FOREIGN,гальваностереотип,noun,,гальвано,glroot,стереотип,noun,,1;0,,
FOREIGN,гермокамера,noun,,гермо,glroot,камера,noun,,1;0,,
FOREIGN,гермошлем,noun,,гермо,glroot,шлем,noun,,1;0,,
FOREIGN,гермоперчатка,noun,,гермо,glroot,перчатка,noun,,1;0,,
FOREIGN,гигровата,noun,,гигро,glroot,вата,noun,,1;0,,
FOREIGN,зоопарк,noun,,зоо,glroot,парк,noun,,1;0,,
FOREIGN,зоогеография,noun,,зоо,glroot,география,noun,,1;0,,
FOREIGN,зоомагазин,noun,,зоо,glroot,магазин,noun,,1;0,,
FOREIGN,зоокомбинат,noun,,зоо,glroot,комбинат,noun,,1;0,,
FOREIGN,изопродукция,noun,,изо,glroot,продукция,noun,,1;0,,
FOREIGN,изостудия,noun,,изо,glroot,студия,noun,,1;0,,
FOREIGN,изошутка,noun,,изо,glroot,шутка,noun,,1;0,,
FOREIGN,изошарж,noun,,изо,glroot,шарж,noun,,1;0,,
FOREIGN,космофизика,noun,,космо,glroot,физика,noun,,1;0,,
FOREIGN,космовидение,noun,,космо,glroot,видение,noun,,1;0,,
FOREIGN,космоплавание,noun,,космо,glroot,плавание,noun,,1;0,,
FOREIGN,космопсихолог,noun,,космо,glroot,психолог,noun,,1;0,,
FOREIGN,метеостанция,noun,,метео,glroot,станция,noun,,1;0,,
FOREIGN,метеонаблюдение,noun,,метео,glroot,наблюдение,noun,,1;0,,
FOREIGN,метеоусловия,noun,,метео,glroot,условия,noun,,1;0,,
FOREIGN,метеоракета,noun,,метео,glroot,ракета,noun,,1;0,,
FOREIGN,мотолодка,noun,,мото,glroot,лодка,noun,,1;0,,
FOREIGN,мотопила,noun,,мото,glroot,пила,noun,,1;0,,
FOREIGN,мотоколонна,noun,,мото,glroot,колонна,noun,,1;0,,
FOREIGN,мотопоезд,noun,,мото,glroot,поезд,noun,,1;0,,
FOREIGN,мотопехота,noun,,мото,glroot,пехота,noun,,1;0,,
FOREIGN,мотобригада,noun,,мото,glroot,бригада,noun,,1;0,,
FOREIGN,мотоспорт,noun,,мото,glroot,спорт,noun,,1;0,,
FOREIGN,мотогонки,noun,,мото,glroot,гонки,noun,,1;0,,
FOREIGN,мотокросс,noun,,мото,glroot,кросс,noun,,1;0,,
FOREIGN,мотопатруль,noun,,мото,glroot,патруль,noun,,1;0,,
FOREIGN,мототурист,noun,,мото,glroot,турист,noun,,1;0,,
FOREIGN,мотошлем,noun,,мото,glroot,шлем,noun,,1;0,,
FOREIGN,пиропатрон,noun,,пиро,glroot,патрон,noun,,1;0,,
FOREIGN,пиротолкатель,noun,,пиро,glroot,толкатель,noun,,1;0,,
FOREIGN,пневмозарядник,noun,,пневмо,glroot,зарядник,noun,,1;0,,
FOREIGN,пневмотранспорт,noun,,пневмо,glroot,транспорт,noun,,1;0,,
FOREIGN,пневмоавтоматика,noun,,пневмо,glroot,автоматика,noun,,1;0,,
FOREIGN,пневмокостюм,noun,,пневмо,glroot,костюм,noun,,1;0,,
FOREIGN,психоанализ,noun,,психо,glroot,анализ,noun,,1;0,,
FOREIGN,психопатология,noun,,психо,glroot,патология,noun,,1;0,,
FOREIGN,психогигиена,noun,,психо,glroot,гигиена,noun,,1;0,,
FOREIGN,психопрофилактика,noun,,психо,glroot,профилактика,noun,,1;0,,
FOREIGN,радиобиология,noun,,радио,glroot,биология,noun,,1;0,,
FOREIGN,радиотерапия,noun,,радио,glroot,терапия,noun,,1;0,,
FOREIGN,радиофизика,noun,,радио,glroot,физика,noun,,1;0,,
FOREIGN,радиогалактика,noun,,радио,glroot,галактика,noun,,1;0,,
FOREIGN,сейсморазведка,noun,,сейсмо,glroot,разведка,noun,,1;0,,
FOREIGN,сейсмостанция,noun,,сейсмо,glroot,станция,noun,,1;0,,
FOREIGN,сейсмоприемник,noun,,сейсмо,glroot,приемник,noun,,1;0,,
FOREIGN,стереокино,noun,,стерео,glroot,кино,noun,,1;0,,
FOREIGN,стереоэффект,noun,,стерео,glroot,эффект,noun,,1;0,,
FOREIGN,стереоэкран,noun,,стерео,glroot,экран,noun,,1;0,,
FOREIGN,телепередача,noun,,теле,glroot,передача,noun,,1;0,,
FOREIGN,телеэкран,noun,,теле,glroot,экран,noun,,1;0,,
FOREIGN,телерепортаж,noun,,теле,glroot,репортаж,noun,,1;0,,
FOREIGN,телеателье,noun,,теле,glroot,ателье,noun,,1;0,,
FOREIGN,телестудия,noun,,теле,glroot,студия,noun,,1;0,,
FOREIGN,термоизоляция,noun,,термо,glroot,изоляция,noun,,1;0,,
FOREIGN,термобур,noun,,термо,glroot,бур,noun,,1;0,,
FOREIGN,термокамера,noun,,термо,glroot,камера,noun,,1;0,,
FOREIGN,термокомпрессия,noun,,термо,glroot,компрессия,noun,,1;0,,
FOREIGN,турбогенератор,noun,,турбо,glroot,генератор,noun,,1;0,,
FOREIGN,турбокомпрессор,noun,,турбо,glroot,компрессор,noun,,1;0,,
FOREIGN,турбовентилятор,noun,,турбо,glroot,вентилятор,noun,,1;0,,
FOREIGN,физиотерапия,noun,,физио,glroot,терапия,noun,,1;0,,
FOREIGN,фотоаппарат,noun,,фото,glroot,аппарат,noun,,1;0,,
FOREIGN,фотокопия,noun,,фото,glroot,копия,noun,,1;0,,
FOREIGN,фотоочерк,noun,,фото,glroot,очерк,noun,,1;0,,
FOREIGN,фотокорреспондент,noun,,фото,glroot,корреспондент,noun,,1;0,,
FOREIGN,фотоинформация,noun,,фото,glroot,информация,noun,,1;0,,
FOREIGN,эвакогоспиталь,noun,,эвако,glroot,госпиталь,noun,,1;0,,
FOREIGN,эвакопункт,noun,,эвако,glroot,пункт,noun,,1;0,,
FOREIGN,электроприбор,noun,,электро,glroot,прибор,noun,,1;0,,
FOREIGN,электроэнергия,noun,,электро,glroot,энергия,noun,,1;0,,
FOREIGN,электропередача,noun,,электро,glroot,передача,noun,,1;0,,
FOREIGN,электротехника,noun,,электро,glroot,техника,noun,,1;0,,
FOREIGN,электросварка,noun,,электро,glroot,сварка,noun,,1;0,,
FOREIGN,электроорган,noun,,электро,glroot,орган,noun,,1;0,,
FOREIGN,энергоснабжение,noun,,энерго,glroot,снабжение,noun,,1;0,,
FOREIGN,энергосистема,noun,,энерго,glroot,система,noun,,1;0,,
FOREIGN,энергоблок,noun,,энерго,glroot,блок,noun,,1;0,,
FOREIGN,энерготрата,noun,,энерго,glroot,трата,noun,,1;0,,
FOREIGN,энергогигант,noun,,энерго,glroot,гигант,noun,,1;0,,
FOREIGN,автобиография,noun,,авто,glroot,биография,noun,,1;0,,
FOREIGN,автопортрет,noun,,авто,glroot,портрет,noun,,1;0,,
FOREIGN,автопародия,noun,,авто,glroot,пародия,noun,,1;0,,
FOREIGN,автогол,noun,,авто,glroot,гол,noun,,1;0,,
FOREIGN,автовагон,noun,,авто,glroot,вагон,noun,,1;0,,
FOREIGN,автоплуг,noun,,авто,glroot,плуг,noun,,1;0,,
FOREIGN,автоцистерна,noun,,авто,glroot,цистерна,noun,,1;0,,
FOREIGN,астроориентация,noun,,астро,glroot,ориентация,noun,,1;0,,
FOREIGN,астрокомпас,noun,,астро,glroot,компас,noun,,1;0,,
FOREIGN,астрофотография,noun,,астро,glroot,фотография,noun,,1;0,,
FOREIGN,аэровокзал,noun,,аэро,glroot,вокзал,noun,,1;0,,
FOREIGN,аэросев,noun,,аэро,glroot,сев,noun,,1;0,,
FOREIGN,аэропорт,noun,,аэро,glroot,порт,noun,,1;0,,
FOREIGN,аэроузел,noun,,аэро,glroot,узел,noun,,1;0,,
FOREIGN,аэродинамика,noun,,аэро,glroot,динамика,noun,,1;0,,
FOREIGN,барокамера,noun,,баро,glroot,камера,noun,,1;0,,
FOREIGN,баротерапия,noun,,баро,glroot,терапия,noun,,1;0,,
FOREIGN,барохирургия,noun,,баро,glroot,хирургия,noun,,1;0,,
FOREIGN,блицтурнир,noun,,блиц,glroot,турнир,noun,,1;0,,
FOREIGN,блицпартия,noun,,блиц,glroot,партия,noun,,1;0,,
FOREIGN,блицпоход,noun,,блиц,glroot,поход,noun,,1;0,,
FOREIGN,блиц-поездка,noun,,блиц,glroot,поездка,noun,,1;0,,
FOREIGN,биозащита,noun,,био,glroot,защита,noun,,1;0,,
FOREIGN,биоток,noun,,био,glroot,ток,noun,,1;0,,
FOREIGN,биостимулятор,noun,,био,glroot,стимулятор,noun,,1;0,,
FOREIGN,биокибернетика,noun,,био,glroot,кибернетика,noun,,1;0,,
FOREIGN,видеозапись,noun,,видео,glroot,запись,noun,,1;0,,
FOREIGN,видеосигнал,noun,,видео,glroot,сигнал,noun,,1;0,,
FOREIGN,видеомагнитофон,noun,,видео,glroot,магнитофон,noun,,1;0,,
FOREIGN,видеоконтроль,noun,,видео,glroot,контроль,noun,,1;0,,
FOREIGN,дендрохронология,noun,,дендро,glroot,хронология,noun,,1;0,,
FOREIGN,дендропарк,noun,,дендро,glroot,парк,noun,,1;0,,
FOREIGN,гелиофизика,noun,,гелио,glroot,физика,noun,,1;0,,
FOREIGN,гелиотерапия,noun,,гелио,glroot,терапия,noun,,1;0,,
FOREIGN,гелиоводонагреватель,noun,,гелио,glroot,водонагреватель,noun,,1;0,,
FOREIGN,геохимия,noun,,гео,glroot,химия,noun,,1;0,,
FOREIGN,геоботаника,noun,,гео,glroot,ботаника,noun,,1;0,,
FOREIGN,геомагнетизм,noun,,гео,glroot,магнетизм,noun,,1;0,,
FOREIGN,гидродинамика,noun,,гидро,glroot,динамика,noun,,1;0,,
FOREIGN,гидроизоляция,noun,,гидро,glroot,изоляция,noun,,1;0,,
FOREIGN,гидроэлектростанция,noun,,гидро,glroot,электростанция,noun,,1;0,,
FOREIGN,гидрокостюм,noun,,гидро,glroot,костюм,noun,,1;0,,
FOREIGN,гидролокатор,noun,,гидро,glroot,локатор,noun,,1;0,,
FOREIGN,изолиния,noun,,изо,glroot,линия,noun,,1;0,,
FOREIGN,квазизвезда,noun,,квази,glroot,звезда,noun,,1;0,,
FOREIGN,квазипустота,noun,,квази,glroot,пустота,noun,,1;0,,
FOREIGN,квазиизлучение,noun,,квази,glroot,излучение,noun,,1;0,,
FOREIGN,квазипоэзия,noun,,квази,glroot,поэзия,noun,,1;0,,
FOREIGN,лейтмотив,noun,,лейт,glroot,мотив,noun,,1;0,,
FOREIGN,лейттема,noun,,лейт,glroot,тема,noun,,1;0,,
FOREIGN,макроклимат,noun,,макро,glroot,климат,noun,,1;0,,
FOREIGN,макрорельеф,noun,,макро,glroot,рельеф,noun,,1;0,,
FOREIGN,макромир,noun,,макро,glroot,мир,noun,,1;0,,
FOREIGN,макро-событие,noun,,макро,glroot,событие,noun,,1;0,,
FOREIGN,макси-юбка,noun,,макси,glroot,юбка,noun,,1;0,,
FOREIGN,макси-пальто,noun,,макси,glroot,пальто,noun,,1;0,,
FOREIGN,макси-польза,noun,,макси,glroot,польза,noun,,1;0,,
FOREIGN,микроорганизм,noun,,микро,glroot,организм,noun,,1;0,,
FOREIGN,микрофильм,noun,,микро,glroot,фильм,noun,,1;0,,
FOREIGN,микропримесь,noun,,микро,glroot,примесь,noun,,1;0,,
FOREIGN,микрочастица,noun,,микро,glroot,частица,noun,,1;0,,
