rule,word_d,pos_d,words_m,poss_m,word_h,pos_h
FOREIGN,хлебороб,noun,хлеб,noun,роб,glroot
FOREIGN,фотохимия,noun,фото,glroot,химия,noun
FOREIGN,сейсморазведка,noun,сейсмо,glroot,разведка,noun
FOREIGN,спектроскопия,noun,спектр,noun,скоп,glroot
FOREIGN,микроэлектродвигатель,noun,микро,glroot,электродвигатель,noun
FOREIGN,изомер,noun,изо,glroot,мер,glroot
FOREIGN,женофобство,noun,жена,noun,фоб,glroot
FOREIGN,автопогрузчик,noun,авто,glroot,погрузчик,noun
FOREIGN,неореализм,noun,нео,glroot,реализм,noun
FOREIGN,аэросев,noun,аэро,glroot,сев,noun
FOREIGN,Узбекистан,noun,узбек,noun,стан,glroot
FOREIGN,фильмотека,noun,фильм,noun,тека,glroot
FOREIGN,фотопреобразователь,noun,фото,glroot,преобразователь,noun
FOREIGN,радиолиз,noun,радио,glroot,лиз,glroot
FOREIGN,автодиспетчер,noun,авто,glroot,диспетчер,noun
FOREIGN,гидроплан,noun,гидро,glroot,план,glroot
FOREIGN,типография,noun,типо,glroot,графия,glroot
FOREIGN,нейрохирургия,noun,нейро,glroot,хирургия,noun
FOREIGN,гидроэлектростанция,noun,гидро,glroot,электростанция,noun
FOREIGN,мотоколонна,noun,мото,glroot,колонна,noun
FOREIGN,мотогонки,noun,мото,glroot,гонки,noun
FOREIGN,неогегельянство,noun,нео,glroot,гегельянство,noun
FOREIGN,электролиз,noun,электро,glroot,лиз,glroot
FOREIGN,гидронавт,noun,гидро,glroot,навт,glroot
FOREIGN,Таджикистан,noun,таджик,noun,стан,glroot
FOREIGN,радиобиология,noun,радио,glroot,биология,noun
FOREIGN,дискотека,noun,диск,noun,тека,glroot
FOREIGN,аэроузел,noun,аэро,glroot,узел,noun
FOREIGN,океанавт,noun,океан,noun,навт,glroot
FOREIGN,радиометр,noun,радио,glroot,метр,glroot
FOREIGN,электротехника,noun,электро,glroot,техника,noun
FOREIGN,микрофильм,noun,микро,glroot,фильм,noun
FOREIGN,стереорама,noun,стерео,glroot,рама,glroot
FOREIGN,термокомпрессия,noun,термо,glroot,компрессия,noun
FOREIGN,стратостат,noun,страто,glroot,стат,glroot
FOREIGN,русофил,noun,русо,glroot,фил,glroot
FOREIGN,гидрофон,noun,гидро,glroot,фон,glroot
FOREIGN,агротехника,noun,агро,glroot,техника,noun
FOREIGN,телеателье,noun,теле,glroot,ателье,noun
FOREIGN,гидрокостюм,noun,гидро,glroot,костюм,noun
FOREIGN,радиолокация,noun,радио,glroot,локация,glroot
FOREIGN,барохирургия,noun,баро,glroot,хирургия,noun
FOREIGN,астрофизика,noun,астро,glroot,физика,noun
FOREIGN,квазизвезда,noun,квази,glroot,звезда,noun
FOREIGN,авторегулировщик,noun,авто,glroot,регулировщик,noun
FOREIGN,агроминимум,noun,агро,glroot,минимум,noun
FOREIGN,лейттема,noun,лейт,glroot,тема,noun
FOREIGN,фонотека,noun,фоно,glroot,тека,glroot
FOREIGN,стратонавт,noun,страто,glroot,навт,glroot
FOREIGN,биостимулятор,noun,био,glroot,стимулятор,noun
FOREIGN,германофоб,noun,Германия,prop,фоб,glroot
FOREIGN,видеоконтроль,noun,видео,glroot,контроль,noun
FOREIGN,текстолог,noun,текст,noun,лог,glroot
FOREIGN,микровзрыв,noun,микро,glroot,взрыв,noun
FOREIGN,социолог,noun,социо,glroot,лог,glroot
FOREIGN,бензохранилище,noun,бензо,glroot,хранилище,noun
FOREIGN,калориметр,noun,калория,noun,метр,glroot
FOREIGN,полиэкран,noun,поли,glroot,экран,noun
FOREIGN,графоман,noun,графо,glroot,ман,glroot
FOREIGN,энергоснабжение,noun,энерго,glroot,снабжение,noun
FOREIGN,квазипоэзия,noun,квази,glroot,поэзия,noun
FOREIGN,гигровата,noun,гигро,glroot,вата,noun
FOREIGN,космопсихолог,noun,космо,glroot,психолог,noun
FOREIGN,энерготрата,noun,энерго,glroot,трата,noun
FOREIGN,фотоинформация,noun,фото,glroot,информация,noun
FOREIGN,автотранспорт,noun,авто,glroot,транспорт,noun
FOREIGN,мини-футбол,noun,мини,glroot,футбол,noun
FOREIGN,Киргизстан,noun,киргиз,noun,стан,glroot
FOREIGN,фотокорреспондент,noun,фото,glroot,корреспондент,noun
FOREIGN,мотоспорт,noun,мото,glroot,спорт,noun
FOREIGN,рентгенометр,noun,рентген,noun,метр,glroot
FOREIGN,космонавтика,noun,космо,glroot,навт,glroot
FOREIGN,роликодром,noun,ролики,noun,дром,glroot
FOREIGN,пневмокостюм,noun,пневмо,glroot,костюм,noun
FOREIGN,псевдоноватор,noun,псевдо,glroot,новатор,noun
FOREIGN,ракетоплан,noun,ракета,noun,план,glroot
FOREIGN,гидрофобия,noun,гидро,glroot,фоб,glroot
FOREIGN,геохимия,noun,гео,glroot,химия,noun
FOREIGN,Казахстан,noun,казах,noun,стан,glroot
FOREIGN,энергоблок,noun,энерго,glroot,блок,noun
FOREIGN,библиофил,noun,библио,glroot,фил,glroot
FOREIGN,библиограф,noun,библио,glroot,граф,glroot
FOREIGN,псевдохудожник,noun,псевдо,glroot,художник,noun
FOREIGN,телеэкран,noun,теле,glroot,экран,noun
FOREIGN,виброметр,noun,вибро,glroot,метр,glroot
FOREIGN,космовидение,noun,космо,glroot,видение,noun
FOREIGN,невропатология,noun,невро,glroot,патология,noun
FOREIGN,макси-пальто,noun,макси,glroot,пальто,noun
FOREIGN,криминолог,noun,кримино,glroot,лог,glroot
FOREIGN,килограмм,noun,кило,glroot,грамм,noun
FOREIGN,электроприбор,noun,электро,glroot,прибор,noun
FOREIGN,космофизика,noun,космо,glroot,физика,noun
FOREIGN,космодром,noun,космо,glroot,дром,glroot
FOREIGN,аэронавт,noun,аэро,glroot,навт,glroot
FOREIGN,фонотека,noun,фоно,glroot,тека,glroot
FOREIGN,биохимия,noun,био,glroot,химия,noun
FOREIGN,аэродром,noun,аэро,glroot,дром,glroot
FOREIGN,телеграмма,noun,теле,glroot,грамма,glroot
FOREIGN,макрорельеф,noun,макро,glroot,рельеф,noun
FOREIGN,виброгаситель,noun,вибро,glroot,гаситель,noun
FOREIGN,дендропарк,noun,дендро,glroot,парк,noun
FOREIGN,телефото,noun,теле,glroot,фото,noun
FOREIGN,автопортрет,noun,авто,glroot,портрет,noun
FOREIGN,графолог,noun,графо,glroot,лог,glroot
FOREIGN,астроориентация,noun,астро,glroot,ориентация,noun
FOREIGN,бензозаправка,noun,бензо,glroot,заправка,noun
FOREIGN,полигамия,noun,поли,glroot,гамия,glroot
FOREIGN,космоплавание,noun,космо,glroot,плавание,noun
FOREIGN,радиотерапия,noun,радио,glroot,терапия,noun
FOREIGN,стратонавт,noun,страто,glroot,навт,glroot
FOREIGN,энергогигант,noun,энерго,glroot,гигант,noun
FOREIGN,нитрокраска,noun,нитро,glroot,краска,noun
FOREIGN,астронавт,noun,астро,glroot,навт,glroot
FOREIGN,псевдоготика,noun,псевдо,glroot,готика,noun
FOREIGN,троллейкар,noun,троллей,glroot,кар,glroot
FOREIGN,мотопоезд,noun,мото,glroot,поезд,noun
FOREIGN,телерепортаж,noun,теле,glroot,репортаж,noun
FOREIGN,автогол,noun,авто,glroot,гол,noun
FOREIGN,микроорганизм,noun,микро,glroot,организм,noun
FOREIGN,электромобиль,noun,электро,glroot,мобиль,glroot
FOREIGN,германофил,noun,Германия,prop,фил,glroot
FOREIGN,микрочастица,noun,микро,glroot,частица,noun
FOREIGN,миллиметр,noun,милли,glroot,метр,noun
FOREIGN,квазиизлучение,noun,квази,glroot,излучение,noun
FOREIGN,стратостат,noun,страто,glroot,стат,glroot
FOREIGN,мини-басня,noun,мини,glroot,басня,noun
FOREIGN,троллейбус,noun,троллей,glroot,бус,glroot
FOREIGN,микротрон,noun,микро,glroot,трон,glroot
FOREIGN,антрополог,noun,антропо,glroot,лог,glroot
FOREIGN,неокапитализм,noun,нео,glroot,капитализм,noun
FOREIGN,биокибернетика,noun,био,glroot,кибернетика,noun
FOREIGN,зоокомбинат,noun,зоо,glroot,комбинат,noun
FOREIGN,термобур,noun,термо,glroot,бур,noun
FOREIGN,изотека,noun,изо,glroot,тека,glroot
FOREIGN,землероб,noun,земля,noun,роб,glroot
FOREIGN,гидрофил,noun,гидро,glroot,фил,glroot
FOREIGN,славянофильство,noun,славяне,noun,фил,glroot
FOREIGN,аллерголог,noun,аллерго,glroot,лог,glroot
FOREIGN,телеконтроль,noun,теле,glroot,контроль,noun
FOREIGN,моноволокно,noun,моно,glroot,волокно,noun
FOREIGN,аглолента,noun,агло,glroot,лента,noun
FOREIGN,графолог,noun,граф,glroot,лог,glroot
FOREIGN,аэродинамика,noun,аэро,glroot,динамика,noun
FOREIGN,вертодром,noun,верто,glroot,дром,glroot
FOREIGN,антропометр,noun,антропо,glroot,метр,glroot
FOREIGN,авиалиния,noun,авиа,glroot,линия,noun
FOREIGN,нитробактерии,noun,нитро,glroot,бактерии,noun
FOREIGN,километр,noun,кило,glroot,метр,noun
FOREIGN,биотрон,noun,био,glroot,трон,glroot
FOREIGN,гермокамера,noun,гермо,glroot,камера,noun
FOREIGN,видеосигнал,noun,видео,glroot,сигнал,noun
FOREIGN,нейроанатомия,noun,нейро,glroot,анатомия,noun
FOREIGN,наркоман,noun,нарко,glroot,ман,glroot
FOREIGN,фотоаппарат,noun,фото,glroot,аппарат,noun
FOREIGN,электроэнергия,noun,электро,glroot,энергия,noun
FOREIGN,хромолитография,noun,хромо,glroot,литография,noun
FOREIGN,невропат,noun,невро,glroot,пат,glroot
FOREIGN,балетоман,noun,балет,noun,ман,glroot
FOREIGN,космонавт,noun,космо,glroot,навт,glroot
FOREIGN,дельтаплан,noun,дельта,noun,план,glroot
